-3.891750e-01 -4.068420e-01 -1.669310e-01 -1.898010e-01 -2.410390e-01 -1.195590e-01 2.188560e-01 -3.939600e-02 1.816020e-01 1.546630e-01 -1.912480e-01 2.866640e-01 5.395900e-02 -2.585550e-01 -1.387800e-01 -3.080420e-01 -7.724000e-03 1.164140e-01 -2.155180e-01 6.516300e-02 4.307240e-01 -1.966210e-01 4.801420e-01 1.590260e-01 1.321080e-01 -4.894300e-02 5.490800e-02 3.137200e-02 -2.081050e-01 -3.074200e-02 1.031660e-01 1.251680e-01
-4.217190e-01 -4.110380e-01 -1.299050e-01 -1.426990e-01 -1.830930e-01 -1.733460e-01 2.596870e-01 -1.609900e-02 2.314870e-01 1.295170e-01 -1.770870e-01 2.652790e-01 4.576300e-02 -2.625550e-01 -1.815530e-01 -3.021780e-01 -7.298700e-02 1.022620e-01 -2.426080e-01 -3.581100e-02 4.307510e-01 -1.449810e-01 4.799230e-01 1.356940e-01 1.065680e-01 -3.325500e-02 -1.551000e-03 -4.853000e-03 -1.632870e-01 3.346600e-02 9.559300e-02 1.252140e-01
-3.927520e-01 -4.024480e-01 -1.987100e-01 -2.184800e-01 -2.722980e-01 -8.117300e-02 1.853460e-01 -6.958000e-03 1.251380e-01 1.987740e-01 -2.138120e-01 3.694400e-01 2.404400e-02 -2.769750e-01 -1.619160e-01 -3.414260e-01 8.250900e-02 1.994570e-01 -1.774400e-01 2.136380e-01 5.307570e-01 -2.575260e-01 5.388590e-01 1.894180e-01 1.866700e-01 -4.243500e-02 1.448020e-01 8.235100e-02 -2.300730e-01 -1.110330e-01 9.800600e-02 3.276100e-02
-5.545470e-01 -4.297160e-01 -6.308400e-02 -1.829190e-01 -1.831160e-01 -1.802490e-01 2.493650e-01 2.717900e-02 2.379280e-01 2.525180e-01 -1.514720e-01 4.498050e-01 1.886200e-02 -3.293430e-01 -2.299120e-01 -4.281390e-01 -5.299400e-02 2.936510e-01 -3.184160e-01 -2.589400e-02 5.572550e-01 -1.806660e-01 5.977810e-01 1.153010e-01 1.250910e-01 3.837100e-02 7.194100e-02 1.611500e-02 -1.330930e-01 4.143100e-02 1.482980e-01 1.013600e-01
-2.580870e-01 -4.246500e-01 -2.155160e-01 -2.052150e-01 -3.232370e-01 -7.653900e-02 1.810580e-01 -2.838200e-02 4.966000e-02 1.425720e-01 -3.224820e-01 1.659130e-01 9.355700e-02 -2.479960e-01 -8.035800e-02 -2.217120e-01 9.960900e-02 -2.456200e-02 -4.979000e-02 2.727720e-01 4.100430e-01 -2.309110e-01 4.611840e-01 2.243200e-01 2.267690e-01 -1.061640e-01 1.149510e-01 1.345920e-01 -2.897090e-01 -9.861500e-02 5.563400e-02 7.968800e-02
-4.778850e-01 -3.307750e-01 -8.009300e-02 -2.495830e-01 -2.142010e-01 -4.194100e-02 2.298040e-01 -3.026800e-02 3.325480e-01 2.155260e-01 -1.679550e-01 2.812690e-01 1.676170e-01 -2.987980e-01 -2.112780e-01 -3.980660e-01 5.280000e-03 1.788230e-01 -2.585530e-01 2.296000e-03 5.293050e-01 -1.953900e-01 4.596260e-01 2.171930e-01 1.400790e-01 1.369010e-01 -9.442500e-02 1.032200e-02 -1.607100e-01 1.256030e-01 6.891300e-02 1.828920e-01
-3.409840e-01 -3.895790e-01 -2.051160e-01 -1.942790e-01 -2.586640e-01 -1.139750e-01 1.844670e-01 -1.915500e-02 1.293290e-01 1.834430e-01 -2.181590e-01 2.981340e-01 2.974800e-02 -2.437220e-01 -1.175990e-01 -2.967160e-01 3.872600e-02 9.614300e-02 -1.441920e-01 1.711470e-01 4.702210e-01 -2.424870e-01 5.115800e-01 1.776760e-01 1.952990e-01 -8.703500e-02 8.151200e-02 8.523200e-02 -2.379840e-01 -4.654800e-02 1.003460e-01 8.036400e-02
-1.070800e-01 -5.406550e-01 -3.574910e-01 -1.322640e-01 -2.788960e-01 -2.048590e-01 3.808460e-01 -1.528340e-01 2.312240e-01 -7.473100e-02 -4.206940e-01 -1.167920e-01 1.349600e-01 -1.099740e-01 -3.908300e-02 -1.695200e-02 -1.810700e-02 -3.884320e-01 -1.062700e-02 9.262000e-02 2.346770e-01 -1.348080e-01 2.909090e-01 2.405770e-01 1.968070e-01 -2.807760e-01 -1.357660e-01 7.843600e-02 -3.013660e-01 1.196780e-01 -1.160100e-02 2.278570e-01
-2.398570e-01 -4.273100e-01 -1.865140e-01 -1.732550e-01 -2.187160e-01 -1.542140e-01 3.586360e-01 -6.126200e-02 2.747410e-01 4.550100e-02 -3.191220e-01 4.026000e-03 1.375740e-01 -1.599170e-01 -1.127190e-01 -1.517060e-01 -5.574100e-02 -1.462380e-01 -1.289000e-01 -2.583300e-02 2.822290e-01 -8.392800e-02 3.253990e-01 2.185100e-01 1.527350e-01 -8.662600e-02 -1.216770e-01 1.528100e-02 -1.967750e-01 1.592960e-01 2.452900e-02 1.738680e-01
-8.348800e-02 -7.014290e-01 -6.636260e-01 -8.177500e-02 -3.144510e-01 -2.689130e-01 6.110390e-01 -3.329090e-01 3.740570e-01 -2.374580e-01 -5.095910e-01 -2.351510e-01 1.363770e-01 -4.766600e-02 2.316100e-02 1.554990e-01 -1.825550e-01 -6.802590e-01 -4.555100e-02 1.860100e-02 1.095350e-01 -1.112530e-01 1.573590e-01 2.692510e-01 2.084630e-01 -4.577630e-01 -3.153980e-01 5.809900e-02 -3.933800e-01 2.276670e-01 -7.054600e-02 4.045480e-01
